Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
HOW exactly r fact checkers SO SURE #DonaldTrump videos not being used 4 recruitment? Why not help law enforcement then? #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#Trump constantly being brought up at Dem #debate.  Proves what a threat he is to #HIllary! UniteBlue  Dems are voting #Trump2016 too!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#msnbc has been fact checking #Hillary2016 all day. When will #donaldtrump2016 get fact checked. Or can he make up his facts,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
2/2 . .  but that honorable thinking ppl don't care that she lies. When did this become okay? #hillarylies #DonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
3/ #hillarylies She sd #ISIS using videos of #DonaldTrump -- #MSM even confirms this is false. Why giving her a pass on this??,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump the runaway winner for #2015LiarOfTheYear. The vote wasn't even close. #Hillary finished a distant second,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@BretBaier @FoxNews show us #Hillary the videos you have SEEN of the isis propaganda videos using #DonaldTrump,#show me hillary!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Hillary's lies = BLATANT LIES. #Trump's TRUTH's = BLATANT TRUTH's. Either be fed MORE lies or liberated by inconv. TRUTH's? #cnn #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
A summary of #DonaldTrump's rally:  - Someone said he's great. - #HillaryClinton - His poll numbers.  And prob something racist. @hardball,Donald Trump,NONE,Hillary Clinton,NONE,Train
"@HillaryClinton If anyone needs to apologize  it's @realDonaldTrump who just exploits fear, anger and racism. #Hillary2016 #donaldtrump2016",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Rove is an idiot. No way America prefers what-may-come from a liar over getting rich!  @FoxNews @KarlRove #Hillary #DonaldTrump #Greta,Donald Trump,NONE,Hillary Clinton,NONE,Train
"Remember, Ross Perot took 19% of voter or #BillClinton wouldn't have won. #Hillary won't get as many votes in a 2 candidate race. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrumps rant on #HillaryClinton, calling her a liar. Is that what really want Americans want for a president?",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump doesn't talk about plans for Americans at the podium in Michigan tonight but puts down #HillaryClinton & #LindseyGraham,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
".@RealDonaldTrump: ""Let's assume #Hillary wins. ... She'll be the worst (president)"" to smattering of boos | #Trump2016 in #GrandRapids",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Hillary Clinton should be handed over & tried for war crimes. She violated international laws #HillaryLiesMatter  #Trump2016 #TrumpIsRight,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump: 'I will demand an apology from Hillary' please go kick rocks! #HillaryClinton more bullying stay the course we support you!!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton says ""Hell No"" she won't apologize for unsubstantiated accusation that #ISIS uses #DonaldTrump statements to recruit. CNN",Donald Trump,NONE,Hillary Clinton,NONE,Train
Tomorrow I think I'll either feather the nest of the super wealthy or finish my Christmas shopping or maybe both. #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
"Republicans=beat ISIS, states rights, small govt Democrats=weak on ISIS, less rights, big govt  #Trump2016 #Rubio2016 #Cruz2016 #Hillary2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump wants apology from #HillaryClinton for ""lying""...as soon as crazy motherfucker Trump apologizes for all his lies & bullshit!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Nice try #Hillary, no actually, lame try, you are not going to be able to shift the blame for ISIS away from you and Obama to #DonaldTrump.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
What would the media do if #DonaldTrump made up a story about ISIS using #HillaryClinton in their videos? She should apologize! #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#MSNBC is 24/7 #DonaldTrump~Great Advertizing!  Poor #Hillary Tough Just Being Inevitable When No One Really Cares ~ #nbc #nyt #foxnews #cnn,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Seems #DonaldTrump is a consummate whiner. Whiner-in-Chief. Maybe he'll sue #Hillary. Better at that than at comprehending foreign policy!,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
I just figured out how to know #HillaryClinton is lying. Her mouth opens before she draws air to speak. @realDonaldTrump #Trump #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Its time for #Hillary2016 to face the music for yet another lie. I hope #DonaldTrump uses this to show America what a liar she really is,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Ok #DonaldTrump lied about tapes on Muslims cheering 911 in NY #hillaryclinton lied about many things so let's say #gobernie #BernieSanders,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#DonaldTrump was disgusting to speak on a female bathroom break seriously #hillary deserve that personal respect that behavior is sick,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump lacking dignity Is quick2 criticize #Hillary .w/ little adjusting .he sez what'sDisgusting Is when women just hav2 go pee.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#HillaryClinton aides speaking fast n furious trying cover lie #DonaldTrump videos used ISIS recruiting. Just listen to their speed talking.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Prissy #Hillary disappeared during debate cuz she didn't want 2 share a bathroom with a commoner  @realDonaldTrump  #GetThisDone! #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump tell us more of ur misogynist fantasies about #Hillary, i.e. her getting ""schlonged"", her ""disgusting"" bathroom breaks, etc.",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
"If verbal criticism leads one to join a #RadicalIslam cult of death, the criticism is obviously well deserved. #Hillary2016 #Trump2016 #tcot",Donald Trump,NONE,Hillary Clinton,NONE,Train
"Again #HillaryClinton lies,surprise! The Islamic terrorist already hate us nothing will make them hate us more. @realDonaldTrump #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump ""demands"" apology from #HillaryClinton over TRUE #ISIS statement. The only thing he has a better chance of than W H. #UniteBlue",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Dude political #analyst from #Boston said: ""It is going to come down between #HillaryClinton and #DonaldTrump,Americans better accept it"".",Donald Trump,NONE,Hillary Clinton,NONE,Train
Can someone remind me how leftists treated Christianity when priests were molesting children? #Stoprush #TRUMP2016 #FeelTheBern #Hillary2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
.@realDonaldTrump: 'Schlonged' is just another word for 'fucked'. Don't get your vaginas all bent out of shape.   #Trump2016  #Hillary2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
I bet #JebBush and #HillaryClinton are hoping that #DonaldTrump stays on the campaign trail long enough to distract attention from them.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Media is so in the tank for #Hillary its embarrassing. #Trump2016 bashing reaches epic proportions this morning on @CBSThisMorning #bias,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton  PRETENDS  so hard to convince the people she is just like us. #DonaldTrump doesn't have to pretend. @NewDay @NewDayCNN,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"So according to #HillaryClinton , all you have to do is show a tape of #DonaldTrump 2a peaceful #Muslim & it magically turns em into killers",Donald Trump,NONE,Hillary Clinton,AGAINST,Train
@maggieNYT Prediction Thursday night #SantaClaus will be in first place in North Pole Poll #Trump2016 #Hillary2016 #Christmas #Election2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
If the terrorist used videos to recruit wouldn't they use #Hillary2016 stand down in Benghazi to recruit. Weakness is dangerous #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
.@realDonaldTrump will crush and annihilate #hillary with her massive spending like Bush. #gop would be INSANE not to board the #TrumpTrain,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
How does #Hillary know what videos ISIS is showing? Is she in their recruitment meetings? #Trump2016 @realDonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#MorningJoe Hey.. #Hillary2016 better get her hands ready for dirty fight with #Trump2016. Certainly won't be slam dunk. #EpicDirtyCampaign,Donald Trump,NONE,Hillary Clinton,NONE,Train
"@realDonaldTrump DEM plan if Clinton screwed up MSM would protect her, give her soundbite attacks on Trump. #HillaryLies #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump taking #hillary head on and winning the narrative has the WHOLE corrupt systemthe tracks w/#TrumpTrain FULL THROTTLE!  #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Love how #Hillary2016 is pimping the little punk  #DonaldTrump to get free media on the 24/7 media Trumpapalooza. Go Hillary!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
I don't believe a word that comes out of #HillaryClinton's mouth.Completely fabricated.Embarrassed at #DonaldTrump?At least u know it's real,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@CNN #Hillary2016 owes @realDonaldTrump an apology 4 her video #Lie instead u attack #Trump2016 Joe Johns distorting facts typical liberal!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Hey #DonaldTrump I support you, I think you ought to ignore #HillaryClinton she is fake and desperate we all know the truth do waist time",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
the war of words between #DonaldTrump and #HillaryClinton is just getting started...can u imagine if their are their parties nominee...,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#AssociatedPress says #DonaldTrump ,makes crude remark about #HillaryClinton  calls her a liar that's not crude its the #Truth come on media",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@RightOfCenterNC Chris - Tell old fart face #Trump2016 that rude people, like himself, do not warrant an apology from #Hillary2016",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Considering #HillaryClinton's own history misrepresenting videos, maybe not the best person 2 point a finger at #DonaldTrump #tcot",Donald Trump,NONE,Hillary Clinton,AGAINST,Train
Last night at his Nazi rally Fuhrer #DonaldTrump got sexist about rr break #HillaryClinton had during #DemDebate Surprise! #UniteBlueAmerica,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"@realDonaldTrump said #Hillary got ""schlonged""? In 2008. He's nicer than me. I would have been more blunt, and I have been. #DonaldTrump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump by his schlonged comment about #HillaryClinton guaranteed at least one week of media free coverage for himself AGAIN,Donald Trump,NONE,Hillary Clinton,NONE,Train
If America votes #HillaryClinton as President the only holiday u will be celebrating by then end of her term will be her Birthday #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
It's called the TRUMP card.  We've all played with them.  Deal with it.  I win.  They lose.  #AmericaDeservesTrump #Trump2016 #HillarySucks,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Next, if you are easily offended, move on, as we talk about #DonaldTrump & what he said about #HillaryClinton. If you stay, fair warning.",Donald Trump,NONE,Hillary Clinton,NONE,Train
#Hillary2016 collateral damage...she blaming #trump2016 for #ISIL recruiting and thus making Muslims sound dumber...good strategy granny!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
whomever at #Hillary2016 thought it was a good idea to attack #trump2016 is probably going to get a giant fruit basket from #JebBush,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
I just heard #Hillary got schlonged by #DonaldTrump. Isn't that the same as two pendulous sweaty balls hitting her in the face? #schlonging,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
To be correct #TheView #HillaryClinton is in fact sharing the right info about #Trump2016 be used to incite #ISIS #SITE reveals it,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Unbelievable that Hillary is pulling the gender card when trump asks for an apology about her Isis trump comment #Trump2016 #Hillary #HillNo,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump says #HillaryClinton ""got #shlonged"" by Obama when he beat her in 2008. That's okay, she'll totally #knish Trump in 2016.",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"YODA says,"" Not nice to lie Hillary, not mice. The FORCE is with TRUMP, TRUMP."" #DemDebate #Trump2016 #Hillary",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Yes, #Hillary is a liar! But the ONLY candidate that has ZERO truths in his Politifact file, either side, is #DonaldTrump  @ShareThis",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"yes, #Hillary is certainly a liar!  But ONLY candidate that has ZERO truths in his Politifact file, either side, is #DonaldTrump  @ShareThis",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"What is #HillaryClinton's obsession with videos. First the Muhammad video, and now #DonaldTrump's #ISIS recruitment tool? She's a tool.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Hillary2016 campaign running on lies! Hillary when u roll a rock on #Trump2016 it's going to roll back on u!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump's vulgar tirade at #HillaryClinton exposes him as the fat, abusive bully his is... totally devoid of honor & full of it!",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
"#MyNewPoll:  100% of PISSED-OFF #Trump2016 supporters will turn out to vote in Every Primary, & the General election -  #HillaryGotSchlonged",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If what #Trump is saying is pissing off ISIS and what #Hillary is saying is comforting ISIS, then where is the real problem? #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HIllary will bring Sharia Law Abuse to American Women - How's /that/ #MicroAggression sit with you?  #HillaryGotSchlonged #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
The bitch Clinton is a trader!!! #HillaryClinton should be deported and in jail. Fuck that bitch. #imwithTrump #donaldtrumphillaryclinton,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Will the US cut ties with Saudi Arabia over their sponsorship of ISIS? #AllTogetherNow #shareacoke #ObamaSpeech #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
@realDonaldTrump hahaha you make me smile more than any other election ever  I'm with #Trump2016 boohoo #HillaryClinton,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016 crowd would approve of 'lets smack that bitch in the face' comment. #schlonged is nothing #Hillary2016 #uspoli,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
WE LIKE #DonaldTRUMP!  And we DO NOT believe that crapola from #HillaryClinton that #ISIS uses anti-Trump in order to recruit #jihadists!!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump insulted #Hillary for a bathroom break on the #debate! ""See my women are trained to go number 1 or 2 when I order them!""",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"""Betty"", I just said to my cubicle mate, ""I know where you just went, and its disgusting."" #HillaryClinton #DonaldTrump",Donald Trump,NONE,Hillary Clinton,NONE,Train
"#HillaryClinton and #DonaldTrump have been nothing but a distraction in the #presidential race, they shouldn't even be running.",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
I know what #Hillary was doing in the bathroom.  Disgusting.  Now excuse me while I go poop on the lawn. #Trump2016 #Trump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016 if it's true #CNN is helping #Hillary2016 make a fake ISIS video using your image. Sue everyone involved. USA matters. #truth,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@TheFive  So @greggutfeld would rather have LYING #hillary as prez v. a NYC biz-man #Trump2016 who can manage a big economy & fights back.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
OMG!  #DonaldTrump used a BAD word when talking about #HillaryClinton .. How awful!!!   Has this country become a bunch of pansies or what??,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton PRETENDS so hard to  convince the people she is just like them. @realDonaldTrump doesn't have to pretend. #Trump #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
And also good night folks without the #Lymedisease who wanna learn more. We loves them too...like #DonaldTrump n' #HillaryClinton n' #Obama,Donald Trump,NONE,Hillary Clinton,NONE,Train
Can anyone tell me what #DonaldTrump thought was #disgusting about #HillaryClinton's toilet break? Google is not my friend for this!,Donald Trump,NONE,Hillary Clinton,NONE,Train
"@MSNBC / #DonaldTrump is having fun bashing #Hillary and nearly everyone else, but his presidential campaign is a total hoax.",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"#Hillary still pushing #Trump in videos lie when it's her husband, the great ""Fornicator"" in them. Pathetic. #trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@NBCNightlyNews if peoplesupport #DonaldTrump afterhis grosscomments abt #HillaryClinton need2get theirhead examined. What he said isn'tcool,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
Can anyone really say they believe #DonaldTrump is better than #HillaryClinton with a straight face? #2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#hillaryclinton may not be your #abuela but she damn sure beats #DonaldTrump being your #padre. STOP slapping those that SUPPORT YOU.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#Politics becomes increasingly foolish when it gets to the point where #DonaldTrump needs to talk about a #HillaryClinton bathroom break.,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
"#Hillary2016 so transparent, has a little girl ask a bully question(plant),let's her accomplices in the #MSM connect the dots 2 #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump says the economy is in shambles.  #Hillary tells you we are in good shape.  It's easy to find the liar.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump definitely has this nasty habit of mocking n bullying ppl bcz hes incapable of debating anything. #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"#DonaldTrump is literally a rich clown who calls his supporters ""audience"" or ""fans"" hes a showbiz guy, nothing more.#ImWithHer #Hillary2016",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Is the nightly @OutFrontCNN #CNN Leftist Hate-#Trump Forum over? Trump meant Carly had ""lucky face"" & #Hillary got ""shellacking"". #trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"IF HILLARY DOEN'T GET INDICTED, IT WILL DEFINITELY BE BIGGER AND MORE DAMAGING TO JUSTICE THEN THAT ""O.J."" MOMENT. #Hillary2016 #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@jmpalmieri @HillaryClinton can't even take a yiddish slang word? THIN SKINNED. STAMP IT ON HER FOREHEAD. #SCHLONGED #TRUMP2016 #HILLARY2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Is the nightly #CNN Leftist Hate-#Trump Primal Scream Sessions! Trump meant Carly had ""lucky face"" & #Hillary got ""shellacked"" OK.#trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Unreal...#CNN still talking about #Hillary bathroom habits....APOLOGIZE Witch for #Lying about #DonaldTrump... #ISIS,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton failed speech against #donaldtrump #illegalimmigration plans backfired, anger Hispanics using hashtag agst her #NotMyAbuela",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillarygotSchlonged - Vulger?  Consider: Sexes commonly use:  'Screw U' - 'Screw that' - 'He/We got screwed' - Consider 'root' - #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
A real nativist recognizes the true nature of our land doesn't begin with the mayflower. #Hillary2016 #HillYes #Trump2016 #TrumpIsADouche,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Current row between #HillaryClinton and #DonaldTrump shows that Donald dishes it out but can't handle insults thrown back at him.  #crybaby,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#Hillarygotschlonged vs 'screw u' - screw this' - we got screwed'  Consider 'root' verbiage.  'Screwed' used commonly by sexes - #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@realDonaldTrump the media lies incessantly. Real Americans know that. And who cares anyway? She is a schlong #HillaryForPrison #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@Independent Schlong is a term used in NYC by people who ""really lost it big time/grow up #DonaldTrumpforPresident #hillaryclinton FOR JAIL",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016 has $35 Million budgeted that he has not spent yet & lots of  research people that will destroy #Hillary2016.   #tcot #GOP #Trump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
You can tell #HillaryClinton hates the campaign trail. Fake kisses. Fake selfie smiles. So insincere. So dishonest. #Trump #trump2016 #tcot,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Who's better self-defense armed #Trump Supporters - or #Hillary Supporters?   If it were the latter, we'd be in FEMA Camps Now! - #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump gets worse by the day not that I will vote for  #HillaryClinton But he need to respect women . Wake up #Republican party.,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Hillary must have taken a huge presidential dump for Trump to be disgusted. Go Hillary! #HillaryClinton #DonaldTrump,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump is in the news making fun of #HillaryClinton for taking a bathroom break.   Guess that explains why he's so full of shit ;),Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
It was unprofessional of #HillaryClinton to take a bathroom break!!everyone knows go before!?! #DonaldTrump is right/not expressed correctly,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"So #DonaldTrump insulted #Hillary  for taking a bathroom break, SORRY TRUMP women don't have  long ding-a-lings we use the bathroom often.",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump @realDonaldTrump Between impulse & action there is a realm of good taste begging to meet u Don vote for #Hillary2016 ,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Where real life becomes SNL skit: ""Sanders defends Clinton after Trump remarks: I also went to the bathroom""  #Hillary #Trump2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
Hillary accusing Trump of bulling? She's worse! Dem debate was proof. Shut up Hillary! #HillaryLies #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump claiming that the image of #Hillary using the b-room is gross points to his objectification of women--yes women go potty too,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
"#Hillary2016 and #Bernie2016 are talking ISSUES, while all #DonaldTrump has is insults.  Tell me again how BOTH parties are the SAME?",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#MorningJoe Something interesting. Anti-#Trump2016 people are not ready for his wrath. He is a strong negotiator. #Hillary2016 be prepared,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#MorningJoe I'm not one of those #Democrats that doesn't respect #Trump2016 ability to have no facts/throw jabs & win. #Hillary2016 can win,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#MorningJoe While I'd Rather #Sander2016 run this country. #Hillary2016 is most prepared & armed to beat a candidate like #Trump2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@usacsmret Wonder if #Hillary would take a potty break when in negotiations with #Putin or just piss in her pants? #Trump2016 + #teaparty,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#hillaryclinton ""deplores"" tone of #DonaldTrump campaign:Nothing really surprises me anymore.I don't know that he has any boundaries at all.",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
"Sorry #HillaryClinton but we need a regime change. If you & the media steal the election from #TedCruz or #DonaldTrump, we will remove you.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
The terrorist even want #Hillary2016. They know she will stand down like #Benghazi and be weak. @realDonaldTrump #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump Come on America!! Do u remember when the country was great with a Clinton in the Whitehouse!! #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
MSNBC Morning Joe once again both of them taking cheap shots at #DonaldTrump showing their support 4 #HillaryClinton what a joke #GoTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#morningjoe is such a hypocrite! He likes #HillaryClinton when she is saying crap about #DonaldTrump. He's hallow inside!!!,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
#HillaryClinton will have a severe stroke in February. #DonaldTrump will be assassinated by a deranged follower in March. #Campaign2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#DonaldTrump - ""I love the blacks."" #Hillary2016 - ""I understand black people.""  Both ignorant white people, but #Hillary has a vagina...",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"#Trump already has #hillary in a catch-22.  She can't play the ""woman card"" without it coming back to schlong her.  #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Too many lies & corruption have caught up to self-entitled, #HillaryClinton. #Trump will roll all over her in a debate, @sampedj. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary a whiner, a prez candidate, not 10 year old, should b able to take heat of campaign w/out getting all prissy & poor me #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton is talking about finding Alzheimer's cure. #DonaldTrump only talks about himself-he's a bully and misogynist @MSNBC,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#Trump2016 #CNN #Hillary2016 Regardless if Trump gets the nomination or not Trump is exposing how bad Washington DC really is. DC don't care,Donald Trump,FAVOR,Hillary Clinton,NONE,Train
#DonaldTrump #Hillary2016 wants him to be more like other politicians and just lie to everybody #bereal the country wants change,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Yes #HillaryClinton we DO need a bully who will stand up to our enemies, not you or pandering opportunists like you. Vote #Trump2016 or lose",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@realDonaldTrump @tedcruz  Cruz Get on #TrumpTrain now Lock up ticket & get busy destroying #Hillary now Could wrap this whole thing up now!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"I'm very hesitant about equating #HillaryClinton with #DonaldTrump, because the #GOP frontrunner's intentionally provoking his supporters.",Donald Trump,NONE,Hillary Clinton,NONE,Train
With all issues facing #America what does #CNN waste it's time on?  #HillaryClinton getting #schlonged in 2008. #DonaldTrump,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
ICYMI: #DonaldTrump & his toe sucking followers are making a big deal out of #HillaryClinton using the restroom. Just like 3rd graders would,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump blames media for reporting his stupid & vulgar remarks about #HillaryClinton while his supporters continue to lick his asshole!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
We're really in new days... We're really discussing #DonaldTrump words of choice about #HillaryClinton bathroom break. Wow wow wow!,Donald Trump,NONE,Hillary Clinton,NONE,Train
@OutnumberedFNC I've said for 30yrs #Hillary habitual liar is nothing less than #LiberalProgressivesocialist piece of #DogDung #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Why does @HillaryClinton have such a problem with the truth when it comes to videos?  #Hillary2016 #Trump2016 #Rubio2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#hillary coulda laughed off schlonging, with wit, barb etc.Instead she goes all prissy like a nice little old lady.Bad approach. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@FoxNews @TheRock Kinda hoping #Trump pulls out the 'it doesn't matter what you think' to #Hillary during a live debate! #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
