Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
#HillaryClinton stages in the last 4 days: 1 Attacking #BernieSanders 2 Getting establishment endorsements 3 Acting confident while losing,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Comedy time is here this week I just Hope im as funny as Hillary and Bernie when they do stand up #BernieSanders #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#BernieSanders & #HillaryClinton have way more energy that #Trump who looks tired, puffy, & bloated Politics is tougher than he thought",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
Notice how badly Republicans want to run against #Hillary and know nothing about #BernieSanders? Like they're secretely voting for Hillary..,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Headed 2 Christie #Bernie & #Hillary Des Moines events - city bracing for huge snow storm tomorrow night #iacaucus @TheRoot @ThisIsFusion,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
The unite blue logo tends to be synonomous with #HillaryPusher   They don't have the balls to put Hillary in their avatar  #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@LCVoters When someone questions #Bernie they're accused of being in bed with #Hillarys campaign. It's very silly & GOPish. #Hillary2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"If u vote 2 invade Iraq but later say u r sorry, after thousands have died & trillions spent, you just might be #HillaryClinton  #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
That's called good manners & civility @chucktodd-  #Hillary & #Bernie -not something we're used to seeing from politicians @MTPDailyTweets,Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
"Although I fully support #BernieSanders, #Hillary isn't under federal investigation and has been cleared of all matters related to Benghazi.",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"If past is prolog, a #BernieSanders presidency will be him making great moving speech to liberal but won't change anything! #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"If all primary voters for #Hillary & #Bernie fail 2show up for #2016NovVote, #GOP will control every branch of our government come Jan 2017.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I'll gladly take being a bleeding heart liberal over being a no-heart right-wing-nut any day. #Liberals #Hillary2016 #Bernie2016,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
It's going to be FASCINATING watching the #Repub nominee debate #Hillary or #Bernie. #GOP goob will be forced to deal with the REAL world!,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#StandWithHillary sounds like a good idea till you know what went down in #Benghazi  Hoping #BernieSanders wins against #HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
Just the single fact that #Hillary2016 promoted #TPP on 45 occasions is enough to discard her from politics FOREVER.  #BernieOrBust #StopTPP,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@theologicalmess Millennials already support #Bernie 2 to 1 over #Hillary because they know she's a phony and a big Wall St. bank puppet.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Democrat party #Hillary #Bernie leaders are far left former China communist leader Mao Tse Tung In fact Hillary dressed as him in #DemDebate,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"I think, by now, it's an objective fact that our democratic system is FUCKED if #Hillary2016 wins ANY caucus or election against #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Sanders is leading among white, young males. Is this FOR #Bernie or AGAINST #Hillary? I need Tesler and Sears asap! #obamasrace #polpsy",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#ImSoEstablishment that our group of real live #Hillary2016 vols regularly get called shills from Rep operatives shilling for #Bernie2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"Still think #Hillary takes Iowa, but she's got a battle on her hands... and now, those who haven't heard about #Bernie r being introduced!",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#Hillary said ""God Bless You"" in her speech To win #BernieSanders supporters she shld-a said ""Mother Earth Bless your groin area wth fun""",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"@Mirandacan I don't like #Hillary either. Good luck on 2016 election, Miranda! I prefer #Bernie but sounds like Hillary is stronger",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#HillaryClinton will take guns and allow rapeugees into america..#BernieSanders will decimate the middle class and let rapeugees in america,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
If economy collapses again #HillaryClinton MIGHT break up big banks. #Bernie will break them up BEFORE they can collapse the economy again,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Rogue #BernieSanders staffer looks @ #HillaryClinton data: #DNC bans campaign from database. Campaign will go to federal court #WashingtonDC,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Bernie taking credit for POTUS. Bernie let your supporters know that #HillaryClinton is a Democrat. They don't know.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
BREAKING NEWS: Sanders wins Iowa after a Rock Paper Scissor exchange with Clinton. #IowaCaucus #BernieSanders #HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Seeing lot of pundits SHOCKED that people are trending to #Sanders, not supporting #Hillary. And of course pundits always know what's best.",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
#Unions know they will need money on their side if #Hillary wins @PuestoLoco They know #Bernie has always supported them. Hedging their bets,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#HillaryClinton is so proud to be hated by Wall Street. #BernieSanders says her answer isn't good enough, crowd cheers. #DemDebate #liveblog",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Hillary's been in the executive & the legislative. She can work w/ them & she can crack some heads. #Bernie ain't crackin no heads. #Inners,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Dems are so predictable and basic.  One is pulling the class war card The other is pulling the race war card. #Unoriginal #bernie #Hillary,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"If Dems nominate #Bernie in primary, we will lose the POTUS election. #Hillary is the only qualified candidate who can beat GOP to win WH",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
When Politicians like #BernieSanders and #HillaryClinton call 4 economic redistribution and equality what they are referring to is Slavery.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"In #Iowa #Bernie & #Hillary are neck in neck. Sounds like a bad porn flick! ""Son we'd rather you masturbate than watch this sickness!"" #sad",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#Hillary's maniacal laugh as they cut #BernieSanders off 4 a commercial break makes me want to slap that laugh right out of her! #Doesntcare,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Who woulda thunk it? At 8 this morning who would have guessed that #Cruz would have won and #BernieSanders and #HillaryClinton would be tied,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@FritzColburn thats pretty weak response  My orig point remains If #Hillary loses 2 #Bernie-her supporters shld support him AND VICE VERSA,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"#HillaryClinton  used usual conditions at state, but #GOP AND #BernieSanders bots both knee jerk over emails w/o reading details of report.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#Trump & #BernieSanders supporters are 2 sides of same coins.  Trump demonizes immigrants Sanders demonizes rich  Both Wrong  #Hillary2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
The left name calling gets applause the right does it and it's offensive!   You all are hypocrites!  #hillary #bernie #omalley   #media bias,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Hillary's taken so much #WallStreet $ No way she'll take them on Citigroup $824,402  Goldman Sachs $760,740  JPMorgan $696,456 #Bernie2016.",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Bernie cares, but take ideas to Europe, please. #Hillary-no idea how people can't see she is full of chit. She is really bad.",Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
#BernieSanders has served our nation for decades. In that time #Hillary only worked for @Walmart until her husband repealed Glass Steagall.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Given the rise of #BernieSanders and the collapse of #HillaryClinton wonder if she would have benefited from more people watching debates,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#HillaryClinton's 2,000,000 fake Twitter accounts are all over the ""Simon and Garfunkel"" trend's page spamming #BernieSanders on diversity.",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#HillaryClinton the only ""proven fighter"" qualified? Just because you've fought doesn't mean you're qualified. #DemTownHall #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Dems must feel like I felt when my choice was John McCain or Romney except my choices weren't criminals. #hillaryforprison #BernieSanders,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"A ""democratic socialist"" & a documented, serial liar; Hobson went catatonic over a choice like this. #Hillary2016 #Bernie2016 #politics",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#Hillary > #Bernie This will allow me to refute your #emoprog bagger BS but that's EXACTLY WHAT YOU DON'T WANT, right troll? @DeNeiceKenehan",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"If you don't think #Hillary comes with entirely more baggage, fair or not, than #Bernie you've not been paying attention.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Bernie trying to help voters spot the differences between he and #Hillary is an attack on her because in her mind, she is actually Bernie.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Just throwing this out there Who do you think is more likely to consider FREE public college ed in the US #BernieSanders or #HillaryClinton?,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"If you tell me #Sanders has a better position than #Hillary on X issue - cool. that's debating. But stop saying he's a savior, the only one",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"We don't want Hillary Clinton and politicians deems what's affordable insurance,we want free health insurance #Bernie2016 #Hillary2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"For #HillaryClinton supporters who say #Bernie ""won't be able to work"" with #GOP; neither will she-better to start from the real left!",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Some very loyal #Bernie and #Hillary supporters starting to sound like False-flag truthers. How bout the rest of us avoid that gravity well?,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Another #DNC snafu? 2nd #Hillary2016 email I've received in as many days S/L: If we lose Iowa or New Hampshire Why: I'm with #Bernie2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Is there more space between #Hillary & #omalleywho than btwn Hillary & #BernieSanders? I know how that feels #omalley I was that kid too,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Democrats are the party of giving free shit for votes that they have 0 intention of paying for. #Bernie2016 #Hillary2016 #LiberalLogic,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Holy shit! Just when you think #Hillary can't get more despicable with her attacks on #Bernie..On @npratc she said he's unfit to be #POTUS!,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#HillaryClinton is in trouble #BernieSanders is leading in Iowa & NH. If he wins that will change course in mega primary 2008 is coming back,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
How many loaded courts & BS regulations will it take 2 make me the outlaw the left wants to paint me as? #politics #Hillary2016 #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#TheFlyOnTheWall said: #Bernie, I know #Hillary's work--I know this country can count on her--What have you done lately?-Please stop crying!",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Anyone who votes for #HillaryClinton because they think the @GOP won't work with #BernieSanders knows nothing about Hillary's history.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Do you want 9/10 people in America to be on welfare? Do you want the government to take 80% of your income? Vote for #Bernie or #Hillary,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"When it's #Hillary V #Trump, it's going to be amazing to see the #Bernie crew backtrack on their Hillary shit talking #DemTownHall #altright",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
NE AND LA  > NY  Unless you enjoy an anxious state where you're too worried about the future that you lose you. #Bernie2016 or #Hillary2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"NYC Mayor Bill de Blasio endorses Hillary Clinton for president on MSNBC. Says he projects `authenticity' #HillaryClinton, #BernieSanders",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I want a president that will make #bernie and #hillary voters declare refugee status and leave the country. EU will take them I'm sure.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
".#Bernie  You've been saying same thing since 1973, & to date have only passed 1 Bill in Congress v #Hillary 20 Bills into duces & passed",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"It is hard to know who I feel more sorry for #BernieSanders or #Hillary supporters, damn they are dumb, if this it we are doomed #America",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
My prediction that #Bernie would lose the #IowaCaucus looks like it'll be correct(I had no doubts). #Hillary up 4% with nearly 30% reporting,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Even if #Sanders loses tonight and he probably will, it's still a HUGE VICTORY for him and spells danger for #HillaryClinton #IowaCaucus",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
"Remember when #Bernie stated last week, that unlike Gov Dean he will not be stumbling, yet all he's done this week IS stumble. #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"#HillaryClinton sounding to the left of #BernieSanders with regard to Islam. Those ""feeling the Bern"" are seeing another side. #DemDebate",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Unions work toward increasing middle class wages w/ collective bargaining & most have endorsed #HillaryClinton not #BernieSanders #iacaucus,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Heads up if you have a #Bernie or #Hillary lovin' family member at #Thanksgiving tomorrow! They'll have no prob eating 70% off your plate.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
@BroderickGreer Every #Sanders supporter I know (I know many) admits they're prepared to switch over when  #Hillary inevitable time comes.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#berniesanders you take your lying radical ideas back to Vermont where they didn't work; we support #HillaryClinton,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@CBSEveningNews @nancycordes #Bernie2016 #Hillary2016 What a pair of jokes. Both would serve the Country better by sharing jail cells.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
Flee Brooklyn in 1968 for Vermont= #bernie...embrace Chicago and NYC= #hillary. Whose ready for a 21st centry urban agenda?  #imwithher,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"#Bernie calls on media to focus on issues that affect ""working class"" when pressed on Hillary e-mail topic once again. #Hillary echoes call.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@andylassner  You mean that old skank #Hillary and that uncle your parents don't want you sitting on his lap #Bernie? Them? Weirdos is right,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Interesting that #Hillary complained that she wasn't given time to talk about racial inequality while #Bernie made his own opportunities.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#MorningJoe I'm out.. But I wish #Trump2016 haters to grow up, #Hillary2016 supports calm down stay focused, #Bernie2016 keep hope alive",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"I will support whoever wins the Democratic nomination. Bernie would be ideal, but it seems unlikely. #Hillary2016 #Bernie2016 #OMalley2016",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
I've encountered too many #Hillary supporters disparaging #BLM & others fighting for justice. I've never met a #Bernie supporter doing this.,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
#Unions work toward increasing middle class wages w/ collective bargaining & most have endorsed #HillaryClinton not #BernieSanders #maddow,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
i understand that sensitive data was made available but to search that info for up to 40mins... i dunno. #hillary #bernie,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"As unpredictable as #GOP race has been, #IowaCaucus vote makes sense. However, huge support 4 #Bernie is shocking. Big upset over #Hillary.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Whether it be #Bernie or #Hillary, they are far better choices for President than whatever the Republicans elect. Especially over Trump.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Even if you don't agree with his positions, you have to love the passion/conviction of #BernieSanders. #Hillary polar opposite.  #DemDebate",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary and #Sanders disagree on Taxing the Middle Class..Bernie is Pro-Tax whereas Hillary is Anti-Tax on middle class  ..@HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Grateful for #Hillary & #Bernie; either one of them would be incredible POTUS compared to far-right bigoted zealots in Republican Party.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
Plouffe who works 2 protect billionaire brat's right 2 exploit workers globally 4 Uber endorsed Hillary.  #BernieSanders #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"2016 Camp. Will Spend $4.4 Billion On TV Ads (Media Companies). #Bernie wants to stop citizens united. Hence, no coverage. #Hillaryforsale",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary'd gladly approve #Keystone to make GOP happy, on contrary many #Republicans would gladly vote for #Sanders to pursue clean energy.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary references student activism in 60s, fails to mention she was active with young republicans back then. #DemDebate #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary and #Sanders...lower than whale shit. 2016 for jail sentences...your cells are waiting, you pukes!",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Iowa is confirming a tight race, and I can't sleep until I know what's happening.  No matter what, well fought to #Bernie and #Hillary.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"#Hillary #Bernie @NBCNews There is a 700 trillion bubble from derivatives ...When that bursts, our savings will disappear under #Clinton",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
@HillaryClinton trolls aren't exclusive to one camp. I've chatted w/ some pretty aggressive #Hillary supporters. To says it nicely. #Bernie,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"What boggles my mind is Hillary Clinton supports tpp but, some democrats believe she's somehow an progressive. #Bernie2016 #Hillary2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@AlisonSpalding2 Even #Bernie says that it isn't about #hillary or him, Alison. It's about taking our country back. Yes! Hillary is corrupt!",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Lolol me & #HillaryClinton had no idea things would turn out this way for her. I never realized how many don't like her. Wow #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Really upset that surrogates & SuperPacs for #Hillary are calling #Bernie racist. He's been fighting for people's rights his whole life..,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@realDonaldTrump Breaking News! Putin & other world leaders will not treat Donald fair if elected president! #BernieSanders #HillaryClinton,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"#HillaryWallSt will get desperate & do her crying thing again but she'll look bad with Warren, a strong woman on the other side. #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#HillaryClinton#Economy as an Economist if this woman or#Sanders wins we would be back in the depression like 1929-1940 ppl better wake up!,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#Hillary's disgusting LIES about #SinglePayer health care should make it impossible for progressives & liberals to vote for her. #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#MorningJoe I can't wait till #Bernie2016 takes on #Trump2016 or even #Hillary2016 both will sound sane & reasonable against madness.. ,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary giving up on #SinglePayer signals a rightward shift. Ironically, a lazy #media keeps asking only #Bernie if he's a true #Democrat.",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Maybe Democrats are most scared of Trump because so many Democrats like Trump more than the Marxists #Hillary & #BernieSanders #Cruz16,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#HillaryClinton is whining about #BernieSanders negative ads against her. Maybe don't take$600,000 in speaking frees from #goldmansachs.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary take so much #WallStreet $  No way she'll take them on Citigroup $824,402  Goldman Sachs $760,740  JPMorgan $696,456 #Bernie2016.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Only an idiot would demand importation of their sworn enemies who proclaim they will murder our people. #Hillary2016 #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Look at everyone defending #trump #cruz or #hillary #sanders  They all suck!  Big government authoritarians. Liberty dies with every vote.,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
Don't blame Clinton for winning by the old rules. Help her and Sanders change the rules. Clinton/Sanders 2016  #Hillary2016 #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
#CNN already building a #Trump reel of best insults contradictions & hypocritical statements #Bernie #Hillary & #DEM taking note we hope.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#Hillary tries to argue that all her big #WallStreet donors will not blunt her glowing reformist zeal-#Bernie wants #GlassSteagall too late,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Millinieums across Iowa don't support #BernieSanders he will increase taxes, housing, college&dec jobs. Vote #HillaryClinton #IowaCaucus",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"I'm a #hillary girl (can't vote, #greencard, so ignore me if you wanna) but I think this #bernie data sitch is messed up/establishment bs",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@DobbaDobba It's all lies #hillary. You work for the banks and they won't even entertain the thought!!! Stop lying and stealing from #bernie,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#BernieSanders wants healthcare like Canada&England.WomensReproductive care isnt coverd in clinics there #Hillary2016 #DemDebate,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Trump just got his rump handed to him. He's going to make it seem like this loss is a win. #BernieSanders #HillaryClinton #Cruz #Trump,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
ISIS is strong because Assad's civil war. #BernieSanders doesn't get it. #HillaryClinton is right. Assad needs to be dealt with. #mtp,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"@esquire sure tomorrow that impartial #esquire will write a fair and impartial article about #hillary or #bernie to balance this out, or not",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary supporters saying #Bernie supporters are mean is like #GOP getting mad when we called Bush NAZI. His granddad ran #NAZI Union Bank!,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
#OMalley doesn't know shit! #Hillary sounds like she doesn't give a shit! #BernieSanders is the only one who knows his shit! #DemDebate,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary & #Bernie have the same thyroid condition, but they harp on Hillary's problem & say Bernie is in good health.  Pure sexism.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Hillary Clinton supported living wages when Bernie Sanders mentioned it. She has a nack of hijacking his ideas. #Bernie2016 #Hillary2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Funny how #HillaryClinton and #BernieSanders keep saying they have respect for each other over and over. What a joke!,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#Hillary and #Bernie have a plan to stop ISIS in Syria. Bring them all to America and give them lots of free shit. #Hillary2016 #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
@JaredWyand We didn't give them anything. We released there frozen assets . Get facts before you tweet #Hillary #BernieSanders,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#Hillary being snarky about ""shouting"", #Bernie being snarky about the VP... neither of those are ""smear campaigns"", it's called a race.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
This is the real reason fake populist #BernieSanders downplays #HillaryClinton's emails. Controlled opposition just vying to secure VP spot.,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"""People  can't wait for  some better idea that will never, ever come to pass.""  H. Clinton, 2016 #singlepayer #hillary2016 #bernie2016",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#BernieSanders is a hypocrite.  Takes money from Wall Street and is a career politician, don't be fooled by snake oil salesman #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#demtownhall strange #omalley is the only candidate who seems to have aged JUST during the campaign where as #Hillary #bernie look younger,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Prediction: @ezraklein says #HillaryClinton won Iowa debate, was skilled and poised; #BernieSanders went negative, looked less presidential",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Some #Hillary supporters aren't helping keep #Bernie supporters @dtimm53217 Blocking and calling them #Berniebots  Punching Dems in the face,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I thought the family would be debating #HillaryClinton vs #BernieSanders this xmas. Wasn't prepared for a climate change denier at the table,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"President #DonaldTrump will murder children? Repubs and Dems who don't want Trump V #HillaryClinton, support honest and wise #BernieSanders",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Wow... #BernieSanders I still like you fella... #Hillary AND #Bernie volunteers learn from what you just heard. Let's move on. #DemDebate,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"#Hillary's campaign seriously underestimates the motivation of #Bernie's supporters. We don't just vote, we get everyone we know to vote.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"With all the nasty comments I see coming from both #Bernie #Hillary supporters, we don't need republicans hitting us. We're doing just fine.",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"I am a #Democrat. I will support our nominee, whether it is #Hillary or #Bernie. Pretty sick of their supporters being dicks, though.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
We gotta real race between #Hillary2016 & #Bernie2016 & 3 cable networks have #MarcoRubio speaking like he is going to be President. #tcot,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#BernieSanders was working 4 Democratic values when #HillaryClinton was a Goldwater Girl & still working 4 them when Bill started the DLC.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Says the Opposition: Either #Bernie can't get elected, or, elected, he'll accomplish little; message: do as WE say, settle for #Hillary.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
The #DNC punishes #Sanders camp while allowing #Hillary to roam free although shady as fuck. THIS is comedy gold!!!,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"By enabling #Hillary s lies declaring ""we are sick of hearing about your emails"" #BernieSanders single handedly destroyed his campaign #GOP",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
@UFT @rweingarten Any union leader/official who supports #Hillary2016 over #Bernie2016 is a traitor against rank & file union workers.,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"I'm a feminist who really, really despises Hillary Clinton. Your dirty politics is a reminder of 2008. :) #HillaryClinton #BernieSanders",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@BB17realism after 4 of Bernie staff members accessed and copied Hillary's data... Yeah, right...just to tell #DNC #Hillary #bernie",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
it clearly shows that everyone's vote counts w/the close race in the #IowaCaucus contest between #HillaryClinton and #BernieSanders...VOTE!,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#BernieSanders and #HillaryClinton have people believing their lines  (lies), hope someone remembers their promote see when this is over",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
If it was only between #HillaryClinton & #BernieSanders which would you vote 4? Depends if Dems can vote 2 impeach. If Y then Hillary Else B,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
