Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"#DonaldTrump will beat #Hillary, & easily. The press wants you to think it can't happen, that it's too crazy an idea. Let's go crazy #noZOG-",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Compared to #HillaryClinton #DonaldTrump is a giant of intellect and wisdom. But the left attempt to make it look the other way round.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#Trump2016 inherited Nixon's scared old white racist underclass. They demand attention & also exist in the #democraticparty.  #Hillary2016,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"NOW w/ all of things #DonaldTrump have said and noting stopped his polls success , im not sure if even #HillaryClinton can defeat him!",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@jaymc2731 i will watch.. I want to see #HillaryClinton make a fool out of herself like she always does! #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"Unless I missed it in the candidate opening statements, #HillaryClinton is the first to mention/criticize #DonaldTrump tonight.  #DemDebate",Hillary Clinton,NONE,Donald Trump,NONE,Train
#Hillary wants 2 disarm the innocent citizens is a horrible idea. We need to protect ourselves!Putting down #trump2016 She sucks #DemDebate,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#Hillary puts #DonaldTrump in his place w/articulate, adult reasoning. This is why Republican candidates won't understand it. #DemDebate",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
Only a democrat would believe #DonaldTrump is more responsible for ISIS than #HillaryClinton's vote for the Iraq War #DemDebate,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#HillaryClinton will mention Race_ #DonaldTrump & #Republicans_ this is why I'd never trust her_ I hate white old ppl who use my race,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"Hillary #HillaryClinton just said #DonaldTrump is Isis' best new recruiting tool, his rhetoric fires radicals up #DemDebate",Hillary Clinton,NONE,Donald Trump,AGAINST,Train
These idiots #HillaryClinton and #BernieSanders  and whoever other guy is can't address real issues ! 2 busy attacking #DonaldTrump  #tcot,Hillary Clinton,AGAINST,Donald Trump,NONE,Train
"#HillaryClinton keeps mentioning #DonaldTrump. If this were a drinking game, you're probably buzzed #DemDebate",Hillary Clinton,NONE,Donald Trump,NONE,Train
"Y does #hillary keep mentioning #Trump2016 must be scared of him.If Clinton is elected more illegals & refugees will come in,smh #DemDebate",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#HillaryClinton is getting more votes for #DonaldTrump every time she talks about all her big plans. But never explains "" big plans "" #tcot",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@JudgeJeanine I know for a fact #DonaldTrump will keep America safe from Islamic terrorist #HillaryClinton sucks she is a thief and a liar.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@MichaelSteele @LVBurke things getting testy at #DemDebate sure #DonaldTrump will start tweeting insults and racists comments #Hillary2016,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
I'm trying to picture what a #HillaryClinton v. #DonaldTrump would look like. It would be like a perpetual #NuclearTriad Question #DemDebate,Hillary Clinton,NONE,Donald Trump,NONE,Train
#HillaryClinton same song and dance we heard from Obama same policies of the last 8 years #fail #Trump2016 c. @DanScavino @MichaelCohen212,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"Pinocchio nose grows when he lies, @#hillaryclintons  cackle gets louder when she lies #DemDebate #HillaryClinton #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#HillaryClinton said ISIS is using videos of #DonaldTrump to recruit. Any proof? You can't blame videos for everything. #bengahzi,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#America Needs Major Surgery To Survive~ONLY Issue? Which Surgeon Does Operation #DonaldTrump or #BernieSanders~#Hillary is Passe #nyt #cnn,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#donaldtrump @donaldtrump would be made to look like a complete ass debating #hillary on foreign policy. It would be comedic. #hannity #fox,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"#HillaryClinton's move to invoke #DonaldTrump is strategic. Coalesces support from undecideds, who she makes believe Trump will be nominee.",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"Fortunatly #HillaryClinton the #force `ll never with with you, your only skill has been to see too many #StarWars #movie #DonaldTrump",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
it's one thing to sell yourself down the river; it's another to sell your country #Hillary2016 #Trump2016,Hillary Clinton,NONE,Donald Trump,NONE,Train
My analysis  fuck @abc postgame fuck #Hillary fuck #DonaldTrump fuck #DemDebate fuck #GOPDebate fuck #politics   this country is fucked,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
"#HillaryClinton is a liar.  NOONE is joining #isis bcuz of #DonaldTrump  That's absurd. Losers join isis cuz they h8 Americans,America,Jesus",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#HillaryClinton is next President of United States of America despite #DonaldTrump wave,"" according to me research.  #MarkMyWords",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
Hypocrite corporate cunt #HillaryClinton lying during #DemDebate makes me want to spite vote for #DonaldTrump if she wins Democratic primary,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@realDonaldTrump tonite wasn't even softball it was a wiffle ball #DemDebate You would destroy #HillaryClinton in a debate #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Even though I'm voting for #BernieSanders I agree with #HillaryClinton in saying that #DonaldTrump is #ISIS's biggest recruiter.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@realDonaldTrump @FoxNews the lies that pour out of the face of #HillaryClinton knows no bounds. #Trump2016 deliver us from these liars plz.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"@realDonaldTrump Another VIDEO CLAIM by #Hillary: ""ISIS is using video of Donald Trump as a recruiting tool."" #Trump2016 #StopHillary ",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#DemDebate  One thing is CRYSTAL clear. #HillaryClinton is SO FAR MORE experienced AND knowledgeable than #DonaldTrump on foreign affairs.,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
I'd like to see Hilary in the middle of this on a lonely Saturday night. Look for the widows and orphans #Trump2016 #Hillary2016,Hillary Clinton,AGAINST,Donald Trump,NONE,Train
"#hillaryclinton #donaldtrump Hillary and POTUS alone are resp. for the mess in Syria, Iran, Iraq, Libya, Yemen,etc. not Trump or the RNC",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#HillaryClinton = instant war with Syria. It's a lose/lose scenario. And #DonaldTrump is possible total Armageddon. GO BERNIE!!! #Bernie2016,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
#DonaldTrump said on @meetthepress that #HillaryClinton has not stamina?  What the __ do you call that 15 hour hearing about her emails?,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
Foreign policy chops test question for #Trump2016 #tedcruz #Rubio2016 #HillaryClinton What is #Sykes-Picot?. Answer:Don't know = go home,Hillary Clinton,NONE,Donald Trump,NONE,Train
Voting #ProTip: Please don't allow #DonaldTrump to scare you into voting for #HillaryClinton. She is not progress. More of the same.,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
Every single time I see Jake Tapper's buck teeth I see Roger Rabbit. #CNNSotu @jaketapper @neeratanden @wolfblitzer #Hillary2016 #Trump2016,Hillary Clinton,NONE,Donald Trump,NONE,Train
@GStephanopoulos never play poker sir...your #Hillary poker face will get u beat every time... #abcnews  #Christie2016  #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#DonaldTrump is upset it takes #HillaryClinton longer to pee than other candidates? He is complaining that she couldn't get back onstage.,Hillary Clinton,NONE,Donald Trump,NONE,Train
"#HillaryClinton agrees w/ #Obama's ISIS strategy. So if you think that's going well, you should vote for her. #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
People Don't Vote for Policies. They Vote for PERSONALITIES Thats Secret to Winning~Why #DonaldTrump Cant Lose & #Hillary Cant Win #nyt #cnn,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Every single time I see Chuck Todd's buck teeth I see Roger Rabbit. #Mtp #meetthepress #Hillary2016 #Trump2016 @chucktodd @MTP,Hillary Clinton,NONE,Donald Trump,NONE,Train
"@Loofie68msncom2 @FaceTheNation I am praying #Trump2016 wins nomination. #Hillary2016 will beat his lying, bigoted ass. You mimic his hair?",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
@realDonaldTrump we need leaders like #trump and @TGowdySC real men who aren't in big govt pockets like Hillary #HillaryForPrison #trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#Hillary2016 just say u lied about what u said abt #Trump2016 sending this @jmpalmieri 2 lie again.no vid & u know it. u think we r stupid?,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#DonaldTrump says #HillaryClinton ""lies like crazy"". He's on firm moral ground here because he doesn't.   He simply lies and is crazy.",Hillary Clinton,NONE,Donald Trump,AGAINST,Train
#Hillary2016 if you going to say something about another candidate at least have the proof to back it up #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Right winger at church physically confronts priest preaching popes message on Syrian Refugees. #trumpterroist #bernie2016 #HillaryClinton,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
All you Democrats think your voting for Hillary but really your voting for her TelePrompTer #hillarysucks #trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#HillaryClinton is even more dangerous than #DonaldTrump, unlike him if she get elected she well knows how to be a real wolf #DemDebate",Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
Republicans want to destroy ISIS while #HillaryClinton #BernieSanders strip our rights & expand gov't. #Trump2016 #Carson2016 #Rubio2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Americans have a tough choice this time - lying liberals or certified bigots ... #politics #election2016 #trump2016 #Hillary2016,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
@Foodpornnetwork @Deadline @realDonaldTrump EXACTLY! What kinda #Hillary goes to #DebateWithBernie just talk about #Trump2016 ? scared much?,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"@realdonaldtrump  #hillary, Isis, joke. Liar, DEM strategy, say anything and it is fact. Truth in #Trump2016. Defeat hillary, defeat isis.",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"@TODAYshow are you the official #DonaldTrump rebuttal show? Stop giving a racist, sexist, narcissistic idiot airtime Talk to #HillaryClinton",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"#Democrat's & #Hillary2016 HATE Gun's & All Police! SO, WE have a Solution, NO Police Protection or GUN Ownership for Democrats!  #TRUMP2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#DonaldTrump is demanding an apology from #HillaryClinton. Ha! Apologize when he apologizes to that reporter Mexicans and Muslims. #Never,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
HERE WE GO AGAIN!  #HillaryClinton mis-speaking.  Calling #DonaldTrump #ISIS biggest recruiter?  Not mis-speaking INSTEAD simply lying AGAIN,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
HERE AGAIN. #HillaryClinton mis-speaking.  Call #DonaldTrump #ISIS big recruiter?  No mis-speaking - LYING!  SLAW - shout loud argument weak,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
HERE AGAIN. #HillaryClinton mis-speaking.  Call #DonaldTrump #ISIS big recruiter?  No mis-speaking - LYING!  SLAW - Shout Loud Argument Weak,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"With bernie sanders logic ,global warming caused schools to close in NH #Trump2016 #Hillary2016 #TedCruz #BernieSanders",Hillary Clinton,NONE,Donald Trump,NONE,Train
"How STUPID is America! Most say we are going wrong on ISIS, yet they vote for #Hillary who wants to stay the course! #DUMB  #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Interesting how inflamed #DonaldTrump is about #HillaryClinton's video lie in #DemDebate considering his 9/11 video claim is also a lie.,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
"#DonaldTrump blasting #HillaryClinton for 'video' is like attack on Dan Rather for Bush AWOL story-true story, wrong doc.",Hillary Clinton,NONE,Donald Trump,AGAINST,Train
@marcorubio @foxandfriends the POLITICAL CRIMINALS just put ANOTHER TRILLION on your backs last week #sheeple #Trump2016 #Hillary2016 #CNN,Hillary Clinton,AGAINST,Donald Trump,NONE,Train
@JoNosuchinsky In his case he should have never started and whoever gave him $$ is fucking retarded #LindseyGraham #DonaldTrump #Hillary2016,Hillary Clinton,NONE,Donald Trump,NONE,Train
#HillaryClinton once again blaming a video (this one nonexistent) for ISIS terrorism violence. Trump calls her out on her lie. #trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Without everyone owning guns #Isis and radical #Islam and #HillaryClinton roll over us patriots. #Trump2016 will make America great again,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@Slate #LMFAO that little political trick with #DonaldTrump phone had #HillaryClinton written all over just 2 get media attention,Hillary Clinton,AGAINST,Donald Trump,NONE,Train
#Trump2016 calling #Hillary2016 #Clinton a liar?  Thats like trump critiquing people in their hair. #DemDebate #Election2016,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"Choices for #POTUS are as follows: #Puppet #Trump #Hillary  A vote 4 a puppet = a vote 4 Hillary, so theres really only 1 choice. #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@jmpalmieri #Hillary2016 #Trump2016-A Video Reference Hillary?-jmpalmieri-Liar Defending A Liar-Delayed Return to Debate per Soiled Diaper!!,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
"#Hillary will should ONLY issue #DonaldTrump an apology if he apologizes to the Muslims, Hispanics, Women, & LGBT ppl he's offended. #truth",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
THIS LYING HYPOCRITE BITCH IS S-U-C-H A LOW-LIFE & HER SCREAMING ON STAGE PROVES IT. DROP DEAD #HILLARY! @realDonaldTrump #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Trump demands an apology from Hillary?  Considering all of his jabs to her - I don't think so. #Trump2016 #Hillary2016 #dem,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"#DonaldTrump ""demands apology"" from #HillaryClinton 4 her stating the obvious. Hey @realDonaldTrump I got your apology here, SUCK IT! #Fraud",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"#VideoVoodoo More lies using videos from #Hillary, the Witch of #Benghazi...#DonaldTrump She is lower than scum. #ShowUsTheVideo Libturds!",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#HillaryClinton lies so bad now #BernieSanders caught lying disease from her! He's a major Pinocchio. #Trump2016 keeping it real.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
I don't give a rat's ass if there's a specific video of #DonaldTrump used 4 recruitment. What #HillaryClinton said is obvious! #UniteBlue,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
#HillaryClinton apologize to #DonaldTrump 4 telling an obvious truth about him & his destructive #ISIS abetting rhetoric? I think not.,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
"When #HillaryClinton ran for POTUS in '08, #DonaldTrump donated to her campaign & stated, #Hillary is very talented, very smart.""",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
#HillaryClinton make staff work overtime covering last lie.  #DonaldTrump videos used recruit ISIS?  Hillary just tell truth n live with it.,Hillary Clinton,AGAINST,Donald Trump,NONE,Train
#HillaryClinton aides speaking fast n furious trying cover lie #DonaldTrump videos used ISIS recruiting. Just listen to them speed speaking.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Trumplestiltskin Now that we know your full name we can finally banish you! #GOPDebate #Trump #Trump2016 #FeelTheBern #Hillary,Hillary Clinton,NONE,Donald Trump,AGAINST,Train
Funny #HillaryClinton blames #Trump2016 when really ISIS #1 recruitment is is probably video of her epic Fail in #Benghazi @AnnCoulter,Hillary Clinton,AGAINST,Donald Trump,NONE,Train
"#Obama & His 'Twin' #Hillary2016 saying that #TRUMP2016's Rhetoric is Negative? Lol, Obama & Hillary have DIVIDED US Back to The 1950's! #p2",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#DonaldTrump demands an apology from #HillaryClinton. He says she lies. And poorly! ""No one does it better than me babe! I taught Bill!""",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@realDonaldTrump Don't hold your breath. #Hillary hasn't apologized for #Benghazi deaths & lies. Why would she star now! #Trump2016 ,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#Hillary2016 lies because she knows her base are stupid enough 2 swallow it hook line and sinker. Bunch of Rubes. Watch #13hours  #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"Did @realDonaldTrump really demand an apology from #Hillary2016?  Yet again, attention gaining behavior from #Trump2016....",Hillary Clinton,NONE,Donald Trump,AGAINST,Train
HOW exactly r fact checkers SO SURE #DonaldTrump videos not being used 4 recruitment? Why not help law enforcement then? #Hillary2016,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
#Trump constantly being brought up at Dem #debate.  Proves what a threat he is to #HIllary! UniteBlue  Dems are voting #Trump2016 too!,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#msnbc has been fact checking #Hillary2016 all day. When will #donaldtrump2016 get fact checked. Or can he make up his facts,Hillary Clinton,NONE,Donald Trump,AGAINST,Train
2/2 . .  but that honorable thinking ppl don't care that she lies. When did this become okay? #hillarylies #DonaldTrump,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
3/ #hillarylies She sd #ISIS using videos of #DonaldTrump -- #MSM even confirms this is false. Why giving her a pass on this??,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#DonaldTrump the runaway winner for #2015LiarOfTheYear. The vote wasn't even close. #Hillary finished a distant second,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"@BretBaier @FoxNews show us #Hillary the videos you have SEEN of the isis propaganda videos using #DonaldTrump,#show me hillary!",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#Hillary's lies = BLATANT LIES. #Trump's TRUTH's = BLATANT TRUTH's. Either be fed MORE lies or liberated by inconv. TRUTH's? #cnn #trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
A summary of #DonaldTrump's rally:  - Someone said he's great. - #HillaryClinton - His poll numbers.  And prob something racist. @hardball,Hillary Clinton,NONE,Donald Trump,NONE,Train
"@HillaryClinton If anyone needs to apologize  it's @realDonaldTrump who just exploits fear, anger and racism. #Hillary2016 #donaldtrump2016",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
Rove is an idiot. No way America prefers what-may-come from a liar over getting rich!  @FoxNews @KarlRove #Hillary #DonaldTrump #Greta,Hillary Clinton,NONE,Donald Trump,NONE,Train
"Remember, Ross Perot took 19% of voter or #BillClinton wouldn't have won. #Hillary won't get as many votes in a 2 candidate race. #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#DonaldTrumps rant on #HillaryClinton, calling her a liar. Is that what really want Americans want for a president?",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
#DonaldTrump doesn't talk about plans for Americans at the podium in Michigan tonight but puts down #HillaryClinton & #LindseyGraham,Hillary Clinton,NONE,Donald Trump,AGAINST,Train
".@RealDonaldTrump: ""Let's assume #Hillary wins. ... She'll be the worst (president)"" to smattering of boos | #Trump2016 in #GrandRapids",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Hillary Clinton should be handed over & tried for war crimes. She violated international laws #HillaryLiesMatter  #Trump2016 #TrumpIsRight,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#DonaldTrump: 'I will demand an apology from Hillary' please go kick rocks! #HillaryClinton more bullying stay the course we support you!!,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#HillaryClinton says ""Hell No"" she won't apologize for unsubstantiated accusation that #ISIS uses #DonaldTrump statements to recruit. CNN",Hillary Clinton,NONE,Donald Trump,NONE,Train
Tomorrow I think I'll either feather the nest of the super wealthy or finish my Christmas shopping or maybe both. #Hillary2016 #Trump2016,Hillary Clinton,NONE,Donald Trump,NONE,Train
"Republicans=beat ISIS, states rights, small govt Democrats=weak on ISIS, less rights, big govt  #Trump2016 #Rubio2016 #Cruz2016 #Hillary2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#DonaldTrump wants apology from #HillaryClinton for ""lying""...as soon as crazy motherfucker Trump apologizes for all his lies & bullshit!",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"Nice try #Hillary, no actually, lame try, you are not going to be able to shift the blame for ISIS away from you and Obama to #DonaldTrump.",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
What would the media do if #DonaldTrump made up a story about ISIS using #HillaryClinton in their videos? She should apologize! #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#MSNBC is 24/7 #DonaldTrump~Great Advertizing!  Poor #Hillary Tough Just Being Inevitable When No One Really Cares ~ #nbc #nyt #foxnews #cnn,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Seems #DonaldTrump is a consummate whiner. Whiner-in-Chief. Maybe he'll sue #Hillary. Better at that than at comprehending foreign policy!,Hillary Clinton,NONE,Donald Trump,AGAINST,Train
I just figured out how to know #HillaryClinton is lying. Her mouth opens before she draws air to speak. @realDonaldTrump #Trump #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Its time for #Hillary2016 to face the music for yet another lie. I hope #DonaldTrump uses this to show America what a liar she really is,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Ok #DonaldTrump lied about tapes on Muslims cheering 911 in NY #hillaryclinton lied about many things so let's say #gobernie #BernieSanders,Hillary Clinton,AGAINST,Donald Trump,AGAINST,Train
#DonaldTrump was disgusting to speak on a female bathroom break seriously #hillary deserve that personal respect that behavior is sick,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
#DonaldTrump lacking dignity Is quick2 criticize #Hillary .w/ little adjusting .he sez what'sDisgusting Is when women just hav2 go pee.,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
#HillaryClinton aides speaking fast n furious trying cover lie #DonaldTrump videos used ISIS recruiting. Just listen to their speed talking.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Prissy #Hillary disappeared during debate cuz she didn't want 2 share a bathroom with a commoner  @realDonaldTrump  #GetThisDone! #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#DonaldTrump tell us more of ur misogynist fantasies about #Hillary, i.e. her getting ""schlonged"", her ""disgusting"" bathroom breaks, etc.",Hillary Clinton,NONE,Donald Trump,AGAINST,Train
"If verbal criticism leads one to join a #RadicalIslam cult of death, the criticism is obviously well deserved. #Hillary2016 #Trump2016 #tcot",Hillary Clinton,NONE,Donald Trump,NONE,Train
"Again #HillaryClinton lies,surprise! The Islamic terrorist already hate us nothing will make them hate us more. @realDonaldTrump #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"#DonaldTrump ""demands"" apology from #HillaryClinton over TRUE #ISIS statement. The only thing he has a better chance of than W H. #UniteBlue",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"Dude political #analyst from #Boston said: ""It is going to come down between #HillaryClinton and #DonaldTrump,Americans better accept it"".",Hillary Clinton,NONE,Donald Trump,NONE,Train
Can someone remind me how leftists treated Christianity when priests were molesting children? #Stoprush #TRUMP2016 #FeelTheBern #Hillary2016,Hillary Clinton,NONE,Donald Trump,NONE,Train
.@realDonaldTrump: 'Schlonged' is just another word for 'fucked'. Don't get your vaginas all bent out of shape.   #Trump2016  #Hillary2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
I bet #JebBush and #HillaryClinton are hoping that #DonaldTrump stays on the campaign trail long enough to distract attention from them.,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Media is so in the tank for #Hillary its embarrassing. #Trump2016 bashing reaches epic proportions this morning on @CBSThisMorning #bias,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#HillaryClinton  PRETENDS  so hard to convince the people she is just like us. #DonaldTrump doesn't have to pretend. @NewDay @NewDayCNN,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"So according to #HillaryClinton , all you have to do is show a tape of #DonaldTrump 2a peaceful #Muslim & it magically turns em into killers",Hillary Clinton,AGAINST,Donald Trump,NONE,Train
@maggieNYT Prediction Thursday night #SantaClaus will be in first place in North Pole Poll #Trump2016 #Hillary2016 #Christmas #Election2016,Hillary Clinton,NONE,Donald Trump,NONE,Train
If the terrorist used videos to recruit wouldn't they use #Hillary2016 stand down in Benghazi to recruit. Weakness is dangerous #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
.@realDonaldTrump will crush and annihilate #hillary with her massive spending like Bush. #gop would be INSANE not to board the #TrumpTrain,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
How does #Hillary know what videos ISIS is showing? Is she in their recruitment meetings? #Trump2016 @realDonaldTrump,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#MorningJoe Hey.. #Hillary2016 better get her hands ready for dirty fight with #Trump2016. Certainly won't be slam dunk. #EpicDirtyCampaign,Hillary Clinton,NONE,Donald Trump,NONE,Train
"@realDonaldTrump DEM plan if Clinton screwed up MSM would protect her, give her soundbite attacks on Trump. #HillaryLies #Trump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#Trump taking #hillary head on and winning the narrative has the WHOLE corrupt systemthe tracks w/#TrumpTrain FULL THROTTLE!  #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
Love how #Hillary2016 is pimping the little punk  #DonaldTrump to get free media on the 24/7 media Trumpapalooza. Go Hillary!,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
I don't believe a word that comes out of #HillaryClinton's mouth.Completely fabricated.Embarrassed at #DonaldTrump?At least u know it's real,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
@CNN #Hillary2016 owes @realDonaldTrump an apology 4 her video #Lie instead u attack #Trump2016 Joe Johns distorting facts typical liberal!,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"Hey #DonaldTrump I support you, I think you ought to ignore #HillaryClinton she is fake and desperate we all know the truth do waist time",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
the war of words between #DonaldTrump and #HillaryClinton is just getting started...can u imagine if their are their parties nominee...,Hillary Clinton,NONE,Donald Trump,NONE,Train
"#AssociatedPress says #DonaldTrump ,makes crude remark about #HillaryClinton  calls her a liar that's not crude its the #Truth come on media",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
"@RightOfCenterNC Chris - Tell old fart face #Trump2016 that rude people, like himself, do not warrant an apology from #Hillary2016",Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"Considering #HillaryClinton's own history misrepresenting videos, maybe not the best person 2 point a finger at #DonaldTrump #tcot",Hillary Clinton,AGAINST,Donald Trump,NONE,Train
Last night at his Nazi rally Fuhrer #DonaldTrump got sexist about rr break #HillaryClinton had during #DemDebate Surprise! #UniteBlueAmerica,Hillary Clinton,FAVOR,Donald Trump,AGAINST,Train
"@realDonaldTrump said #Hillary got ""schlonged""? In 2008. He's nicer than me. I would have been more blunt, and I have been. #DonaldTrump2016",Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
#DonaldTrump by his schlonged comment about #HillaryClinton guaranteed at least one week of media free coverage for himself AGAIN,Hillary Clinton,NONE,Donald Trump,NONE,Train
If America votes #HillaryClinton as President the only holiday u will be celebrating by then end of her term will be her Birthday #Trump2016,Hillary Clinton,AGAINST,Donald Trump,FAVOR,Train
